,current_state,lemma,lemma_input_entities,interest_score
463,"('(a*(a+b))=((a*a)+(a*b))', '(((a*b)+(a*(a+b)))*(a+b))=(((a*b)*(a+b))+((a*(a+b))*(a+b)))', '(((a*b)+((a*a)+(a*b)))*(a+b))=(((a*b)*(a+b))+((a*(a+b))*(a+b)))', '1=((((a*b)+((a*a)+(a*b)))*(a+b))*(\\frac{1}{(((a*b)+((a*a)+(a*b)))*(a+b))}))', '1=((((a*b)+((a*a)+(a*b)))*(a+b))*(\\frac{1}{(((a*b)*(a+b))+((a*(a+b))*(a+b)))}))')",AdditionZero,"('1', '0')",8
464,"('(a*(a+b))=((a*a)+(a*b))', '(((a*b)+(a*(a+b)))*(a+b))=(((a*b)*(a+b))+((a*(a+b))*(a+b)))', '(((a*b)+((a*a)+(a*b)))*(a+b))=(((a*b)*(a+b))+((a*(a+b))*(a+b)))', '1=((((a*b)+((a*a)+(a*b)))*(a+b))*(\\frac{1}{(((a*b)+((a*a)+(a*b)))*(a+b))}))', '1=((((a*b)+((a*a)+(a*b)))*(a+b))*(\\frac{1}{(((a*b)*(a+b))+((a*(a+b))*(a+b)))}))', '1=(1+0)')",EquivalenceSubstitution,"('1', '((((a*b)+((a*a)+(a*b)))*(a+b))*(\\frac{1}{(((a*b)*(a+b))+((a*(a+b))*(a+b)))}))')",8
465,"('(a*(a+b))=((a*a)+(a*b))', '(((a*b)+(a*(a+b)))*(a+b))=(((a*b)*(a+b))+((a*(a+b))*(a+b)))', '(((a*b)+((a*a)+(a*b)))*(a+b))=(((a*b)*(a+b))+((a*(a+b))*(a+b)))', '1=((((a*b)+((a*a)+(a*b)))*(a+b))*(\\frac{1}{(((a*b)+((a*a)+(a*b)))*(a+b))}))', '1=((((a*b)+((a*a)+(a*b)))*(a+b))*(\\frac{1}{(((a*b)*(a+b))+((a*(a+b))*(a+b)))}))', '1=(1+0)', '((((a*b)+((a*a)+(a*b)))*(a+b))*(\\frac{1}{(((a*b)*(a+b))+((a*(a+b))*(a+b)))}))=(1+0)')",MultiplicationOne,"('((((a*b)+((a*a)+(a*b)))*(a+b))*(\\frac{1}{(((a*b)*(a+b))+((a*(a+b))*(a+b)))}))', '1')",8
466,"('(a*(a+b))=((a*a)+(a*b))', '(((a*b)+(a*(a+b)))*(a+b))=(((a*b)*(a+b))+((a*(a+b))*(a+b)))', '(((a*b)+((a*a)+(a*b)))*(a+b))=(((a*b)*(a+b))+((a*(a+b))*(a+b)))', '1=((((a*b)+((a*a)+(a*b)))*(a+b))*(\\frac{1}{(((a*b)+((a*a)+(a*b)))*(a+b))}))', '1=((((a*b)+((a*a)+(a*b)))*(a+b))*(\\frac{1}{(((a*b)*(a+b))+((a*(a+b))*(a+b)))}))', '1=(1+0)', '((((a*b)+((a*a)+(a*b)))*(a+b))*(\\frac{1}{(((a*b)*(a+b))+((a*(a+b))*(a+b)))}))=(1+0)', '((((a*b)+((a*a)+(a*b)))*(a+b))*(\\frac{1}{(((a*b)*(a+b))+((a*(a+b))*(a+b)))}))=(((((a*b)+((a*a)+(a*b)))*(a+b))*(\\frac{1}{(((a*b)*(a+b))+((a*(a+b))*(a+b)))}))*1)')",EquivalenceSubstitution,"('((((a*b)+((a*a)+(a*b)))*(a+b))*(\\frac{1}{(((a*b)*(a+b))+((a*(a+b))*(a+b)))}))', '(1+0)')",8
467,(),AdditionSimplification,"('a',)",8
468,"('0=(a+(-a))',)",AdditionMultiplicationRightDistribution,"('b', '0', '0')",8
469,"('0=(a+(-a))', '(b*(0+0))=((b*0)+(b*0))')",EquivalenceSubstitution,"('0', '(a+(-a))')",8
470,"('0=(a+(-a))', '(b*(0+0))=((b*0)+(b*0))', '(b*((a+(-a))+0))=((b*0)+(b*0))')",MultiplicationOne,"('(b*((a+(-a))+0))', '1')",8
471,"('0=(a+(-a))', '(b*(0+0))=((b*0)+(b*0))', '(b*((a+(-a))+0))=((b*0)+(b*0))', '(b*((a+(-a))+0))=((b*((a+(-a))+0))*1)')",EquivalenceSubstitution,"('(b*((a+(-a))+0))', '((b*0)+(b*0))')",8
472,"('0=(a+(-a))', '(b*(0+0))=((b*0)+(b*0))', '(b*((a+(-a))+0))=((b*0)+(b*0))', '(b*((a+(-a))+0))=((b*((a+(-a))+0))*1)', '((b*0)+(b*0))=((b*((a+(-a))+0))*1)')",AdditionZero,"('((b*0)+(b*0))', '0')",8
473,"('0=(a+(-a))', '(b*(0+0))=((b*0)+(b*0))', '(b*((a+(-a))+0))=((b*0)+(b*0))', '(b*((a+(-a))+0))=((b*((a+(-a))+0))*1)', '((b*0)+(b*0))=((b*((a+(-a))+0))*1)', '((b*0)+(b*0))=(((b*0)+(b*0))+0)')",EquivalenceSubstitution,"('((b*0)+(b*0))', '((b*((a+(-a))+0))*1)')",8
474,"('0=(a+(-a))', '(b*(0+0))=((b*0)+(b*0))', '(b*((a+(-a))+0))=((b*0)+(b*0))', '(b*((a+(-a))+0))=((b*((a+(-a))+0))*1)', '((b*0)+(b*0))=((b*((a+(-a))+0))*1)', '((b*0)+(b*0))=(((b*0)+(b*0))+0)', '((b*((a+(-a))+0))*1)=(((b*0)+(b*0))+0)')",AdditionMultiplicationLeftDistribution,"('((b*((a+(-a))+0))*1)', '0', '(0+0)')",8
475,"('0=(a+(-a))', '(b*(0+0))=((b*0)+(b*0))', '(b*((a+(-a))+0))=((b*0)+(b*0))', '(b*((a+(-a))+0))=((b*((a+(-a))+0))*1)', '((b*0)+(b*0))=((b*((a+(-a))+0))*1)', '((b*0)+(b*0))=(((b*0)+(b*0))+0)', '((b*((a+(-a))+0))*1)=(((b*0)+(b*0))+0)', '((0+(0+0))*((b*((a+(-a))+0))*1))=((0*((b*((a+(-a))+0))*1))+((0+0)*((b*((a+(-a))+0))*1)))')",EquivalenceSubstitution,"('((b*((a+(-a))+0))*1)', '(((b*0)+(b*0))+0)')",8
476,(),AdditionSimplification,"('c',)",6
477,"('0=(c+(-c))',)",SquareDefinition,"('0',)",6
478,"('0=(c+(-c))', '(0*0)=(0^2)')",EquivalenceSubstitution,"('0', '(c+(-c))')",6
479,"('0=(c+(-c))', '(0*0)=(0^2)', '(0*(c+(-c)))=(0^2)')",AdditionMultiplicationRightDistribution,"('0', 'c', '(-c)')",6
480,"('0=(c+(-c))', '(0*0)=(0^2)', '(0*(c+(-c)))=(0^2)', '(0*(c+(-c)))=((0*c)+(0*(-c)))')",EquivalenceSubstitution,"('(0*(c+(-c)))', '((0*c)+(0*(-c)))')",6
481,"('0=(c+(-c))', '(0*0)=(0^2)', '(0*(c+(-c)))=(0^2)', '(0*(c+(-c)))=((0*c)+(0*(-c)))', '((0*c)+(0*(-c)))=(0^2)')",EquMoveTerm,"('(0*c)', '(0*(-c))', '(0^2)')",6
482,"('0=(c+(-c))', '(0*0)=(0^2)', '(0*(c+(-c)))=(0^2)', '(0*(c+(-c)))=((0*c)+(0*(-c)))', '((0*c)+(0*(-c)))=(0^2)', '(0*c)=((0^2)+(-(0*(-c))))')",MultiplicationCommutativity,"('0', '(-c)')",6
483,"('0=(c+(-c))', '(0*0)=(0^2)', '(0*(c+(-c)))=(0^2)', '(0*(c+(-c)))=((0*c)+(0*(-c)))', '((0*c)+(0*(-c)))=(0^2)', '(0*c)=((0^2)+(-(0*(-c))))', '(0*(-c))=((-c)*0)')",EquivalenceSubstitution,"('(0*(-c))', '((-c)*0)')",6
484,(),MultiplicationCommutativity,"('a', 'b')",6
485,"('(a*b)=(b*a)',)",AdditionAssociativity,"('(a*b)', '(a*b)', 'b')",6
486,"('(a*b)=(b*a)', '((a*b)+((a*b)+b))=(((a*b)+(a*b))+b)')",EquivalenceSubstitution,"('(a*b)', '(b*a)')",6
487,"('(a*b)=(b*a)', '((a*b)+((a*b)+b))=(((a*b)+(a*b))+b)', '((b*a)+((a*b)+b))=(((a*b)+(a*b))+b)')",AdditionZero,"('0', '((b*a)+((a*b)+b))')",6
488,"('(a*b)=(b*a)', '((a*b)+((a*b)+b))=(((a*b)+(a*b))+b)', '((b*a)+((a*b)+b))=(((a*b)+(a*b))+b)', '((b*a)+((a*b)+b))=(0+((b*a)+((a*b)+b)))')",EquivalenceSubstitution,"('((b*a)+((a*b)+b))', '(((a*b)+(a*b))+b)')",6
489,"('(a*b)=(b*a)', '((a*b)+((a*b)+b))=(((a*b)+(a*b))+b)', '((b*a)+((a*b)+b))=(((a*b)+(a*b))+b)', '((b*a)+((a*b)+b))=(0+((b*a)+((a*b)+b)))', '(((a*b)+(a*b))+b)=(0+((b*a)+((a*b)+b)))')",MultiplicationOne,"('1', '(((a*b)+(a*b))+b)')",6
490,"('(a*b)=(b*a)', '((a*b)+((a*b)+b))=(((a*b)+(a*b))+b)', '((b*a)+((a*b)+b))=(((a*b)+(a*b))+b)', '((b*a)+((a*b)+b))=(0+((b*a)+((a*b)+b)))', '(((a*b)+(a*b))+b)=(0+((b*a)+((a*b)+b)))', '(((a*b)+(a*b))+b)=(1*(((a*b)+(a*b))+b))')",EquivalenceSubstitution,"('(((a*b)+(a*b))+b)', '(0+((b*a)+((a*b)+b)))')",6
491,"('(a*b)=(b*a)', '((a*b)+((a*b)+b))=(((a*b)+(a*b))+b)', '((b*a)+((a*b)+b))=(((a*b)+(a*b))+b)', '((b*a)+((a*b)+b))=(0+((b*a)+((a*b)+b)))', '(((a*b)+(a*b))+b)=(0+((b*a)+((a*b)+b)))', '(((a*b)+(a*b))+b)=(1*(((a*b)+(a*b))+b))', '(0+((b*a)+((a*b)+b)))=(1*(((a*b)+(a*b))+b))')",AdditionCommutativity,"('(b*a)', '((a*b)+b)')",6
492,"('(a*b)=(b*a)', '((a*b)+((a*b)+b))=(((a*b)+(a*b))+b)', '((b*a)+((a*b)+b))=(((a*b)+(a*b))+b)', '((b*a)+((a*b)+b))=(0+((b*a)+((a*b)+b)))', '(((a*b)+(a*b))+b)=(0+((b*a)+((a*b)+b)))', '(((a*b)+(a*b))+b)=(1*(((a*b)+(a*b))+b))', '(0+((b*a)+((a*b)+b)))=(1*(((a*b)+(a*b))+b))', '((b*a)+((a*b)+b))=(((a*b)+b)+(b*a))')",EquivalenceSubstitution,"('((b*a)+((a*b)+b))', '(((a*b)+b)+(b*a))')",6
493,"('(0+f)=a',)",MultiplicationCommutativity,"('c', 'a')",8
494,"('(c*a)=(a*c)', '(0+f)=a')",AdditionZero,"('(c*a)', '0')",8
495,"('(c*a)=(a*c)', '(c*a)=((c*a)+0)', '(0+f)=a')",EquivalenceSubstitution,"('(c*a)', '(a*c)')",8
496,"('(c*a)=(a*c)', '(c*a)=((c*a)+0)', '(a*c)=((c*a)+0)', '(0+f)=a')",AdditionSimplification,"('(a*c)',)",8
497,"('(c*a)=(a*c)', '(c*a)=((c*a)+0)', '(a*c)=((c*a)+0)', '0=((a*c)+(-(a*c)))', '(0+f)=a')",EquivalenceSubstitution,"('(a*c)', '((c*a)+0)')",8
498,"('(c*a)=(a*c)', '(c*a)=((c*a)+0)', '(a*c)=((c*a)+0)', '0=((a*c)+(-(a*c)))', '0=((a*c)+(-((c*a)+0)))', '(0+f)=a')",AdditionMultiplicationRightDistribution,"('(c*a)', '0', '0')",8
499,"('(c*a)=(a*c)', '(c*a)=((c*a)+0)', '(a*c)=((c*a)+0)', '0=((a*c)+(-(a*c)))', '0=((a*c)+(-((c*a)+0)))', '((c*a)*(0+0))=(((c*a)*0)+((c*a)*0))', '(0+f)=a')",EquivalenceSubstitution,"('0', '((a*c)+(-((c*a)+0)))')",8
500,"('(c*a)=(a*c)', '(c*a)=((c*a)+0)', '(a*c)=((c*a)+0)', '0=((a*c)+(-(a*c)))', '0=((a*c)+(-((c*a)+0)))', '((c*a)*(0+0))=(((c*a)*0)+((c*a)*0))', '((c*a)*(((a*c)+(-((c*a)+0)))+0))=(((c*a)*0)+((c*a)*0))', '(0+f)=a')",PrincipleOfEquality,"('((c*a)*(((a*c)+(-((c*a)+0)))+0))', '(((c*a)*0)+((c*a)*0))', '(0+f)', 'a')",8
501,"('(0+f)=(\\frac{1}{(c^2)})',)",SquareDefinition,"('c',)",6
502,"('(c*c)=(c^2)', '(0+f)=(\\frac{1}{(c^2)})')",AdditionZero,"('0', '(c*c)')",6
503,"('(c*c)=(c^2)', '(c*c)=(0+(c*c))', '(0+f)=(\\frac{1}{(c^2)})')",EquivalenceSubstitution,"('(c*c)', '(c^2)')",6
504,"('(c*c)=(c^2)', '(c*c)=(0+(c*c))', '(c^2)=(0+(c*c))', '(0+f)=(\\frac{1}{(c^2)})')",MultiplicationSimplification,"('(c^2)',)",6
505,"('(c*c)=(c^2)', '(c*c)=(0+(c*c))', '(c^2)=(0+(c*c))', '1=((c^2)*(\\frac{1}{(c^2)}))', '(0+f)=(\\frac{1}{(c^2)})')",EquivalenceSubstitution,"('(c^2)', '(0+(c*c))')",6
506,"('(c*c)=(c^2)', '(c*c)=(0+(c*c))', '(c^2)=(0+(c*c))', '1=((c^2)*(\\frac{1}{(c^2)}))', '1=((c^2)*(\\frac{1}{(0+(c*c))}))', '(0+f)=(\\frac{1}{(c^2)})')",MultiplicationOne,"('1', '1')",6
507,"('(c*c)=(c^2)', '(c*c)=(0+(c*c))', '(c^2)=(0+(c*c))', '1=((c^2)*(\\frac{1}{(c^2)}))', '1=((c^2)*(\\frac{1}{(0+(c*c))}))', '1=(1*1)', '(0+f)=(\\frac{1}{(c^2)})')",EquivalenceSubstitution,"('1', '((c^2)*(\\frac{1}{(0+(c*c))}))')",6
508,"('(c*c)=(c^2)', '(c*c)=(0+(c*c))', '(c^2)=(0+(c*c))', '1=((c^2)*(\\frac{1}{(c^2)}))', '1=((c^2)*(\\frac{1}{(0+(c*c))}))', '1=(1*1)', '((c^2)*(\\frac{1}{(0+(c*c))}))=(1*1)', '(0+f)=(\\frac{1}{(c^2)})')",PrincipleOfEquality,"('((c^2)*(\\frac{1}{(0+(c*c))}))', '(1*1)', '(0+f)', '(\\frac{1}{(c^2)})')",6
509,(),MultiplicationAssociativity,"('b', 'c', 'a')",8
510,"('(b*(c*a))=((b*c)*a)',)",AdditionSimplification,"('(b*(c*a))',)",8
511,"('(b*(c*a))=((b*c)*a)', '0=((b*(c*a))+(-(b*(c*a))))')",EquivalenceSubstitution,"('(b*(c*a))', '((b*c)*a)')",8
512,"('(b*(c*a))=((b*c)*a)', '0=((b*(c*a))+(-(b*(c*a))))', '0=((b*(c*a))+(-((b*c)*a)))')",AdditionMultiplicationLeftDistribution,"('b', 'c', '0')",8
513,"('(b*(c*a))=((b*c)*a)', '0=((b*(c*a))+(-(b*(c*a))))', '0=((b*(c*a))+(-((b*c)*a)))', '((c+0)*b)=((c*b)+(0*b))')",EquivalenceSubstitution,"('0', '((b*(c*a))+(-((b*c)*a)))')",8
514,"('(b*(c*a))=((b*c)*a)', '0=((b*(c*a))+(-(b*(c*a))))', '0=((b*(c*a))+(-((b*c)*a)))', '((c+0)*b)=((c*b)+(0*b))', '((c+((b*(c*a))+(-((b*c)*a))))*b)=((c*b)+(0*b))')",AdditionCommutativity,"('c', '((b*(c*a))+(-((b*c)*a)))')",8
515,"('(b*(c*a))=((b*c)*a)', '0=((b*(c*a))+(-(b*(c*a))))', '0=((b*(c*a))+(-((b*c)*a)))', '((c+0)*b)=((c*b)+(0*b))', '((c+((b*(c*a))+(-((b*c)*a))))*b)=((c*b)+(0*b))', '(c+((b*(c*a))+(-((b*c)*a))))=(((b*(c*a))+(-((b*c)*a)))+c)')",EquivalenceSubstitution,"('(c+((b*(c*a))+(-((b*c)*a))))', '(((b*(c*a))+(-((b*c)*a)))+c)')",8
516,"('(b*(c*a))=((b*c)*a)', '0=((b*(c*a))+(-(b*(c*a))))', '0=((b*(c*a))+(-((b*c)*a)))', '((c+0)*b)=((c*b)+(0*b))', '((c+((b*(c*a))+(-((b*c)*a))))*b)=((c*b)+(0*b))', '(c+((b*(c*a))+(-((b*c)*a))))=(((b*(c*a))+(-((b*c)*a)))+c)', '((((b*(c*a))+(-((b*c)*a)))+c)*b)=((c*b)+(0*b))')",AdditionAssociativity,"('((((b*(c*a))+(-((b*c)*a)))+c)*b)', '(c*a)', 'b')",8
517,"('(b*(c*a))=((b*c)*a)', '0=((b*(c*a))+(-(b*(c*a))))', '0=((b*(c*a))+(-((b*c)*a)))', '((c+0)*b)=((c*b)+(0*b))', '((c+((b*(c*a))+(-((b*c)*a))))*b)=((c*b)+(0*b))', '(c+((b*(c*a))+(-((b*c)*a))))=(((b*(c*a))+(-((b*c)*a)))+c)', '((((b*(c*a))+(-((b*c)*a)))+c)*b)=((c*b)+(0*b))', '(((((b*(c*a))+(-((b*c)*a)))+c)*b)+((c*a)+b))=((((((b*(c*a))+(-((b*c)*a)))+c)*b)+(c*a))+b)')",EquivalenceSubstitution,"('((((b*(c*a))+(-((b*c)*a)))+c)*b)', '((c*b)+(0*b))')",8
518,(),SquareDefinition,"('c',)",6
519,"('(c*c)=(c^2)',)",AdditionZero,"('(c*c)', '0')",6
520,"('(c*c)=(c^2)', '(c*c)=((c*c)+0)')",EquivalenceSubstitution,"('(c*c)', '(c^2)')",6
521,"('(c*c)=(c^2)', '(c*c)=((c*c)+0)', '(c^2)=((c*c)+0)')",AdditionSimplification,"('(c^2)',)",6
522,"('(c*c)=(c^2)', '(c*c)=((c*c)+0)', '(c^2)=((c*c)+0)', '0=((c^2)+(-(c^2)))')",EquivalenceSubstitution,"('(c^2)', '((c*c)+0)')",6
523,"('(c*c)=(c^2)', '(c*c)=((c*c)+0)', '(c^2)=((c*c)+0)', '0=((c^2)+(-(c^2)))', '0=((c^2)+(-((c*c)+0)))')",MultiplicationAssociativity,"('0', 'c', 'b')",6
524,"('(c*c)=(c^2)', '(c*c)=((c*c)+0)', '(c^2)=((c*c)+0)', '0=((c^2)+(-(c^2)))', '0=((c^2)+(-((c*c)+0)))', '(0*(c*b))=((0*c)*b)')",EquivalenceSubstitution,"('0', '((c^2)+(-((c*c)+0)))')",6
525,"('(c*c)=(c^2)', '(c*c)=((c*c)+0)', '(c^2)=((c*c)+0)', '0=((c^2)+(-(c^2)))', '0=((c^2)+(-((c*c)+0)))', '(0*(c*b))=((0*c)*b)', '(((c^2)+(-((c*c)+0)))*(c*b))=((0*c)*b)')",AdditionCommutativity,"('(c*c)', '0')",6
526,"('(c*c)=(c^2)', '(c*c)=((c*c)+0)', '(c^2)=((c*c)+0)', '0=((c^2)+(-(c^2)))', '0=((c^2)+(-((c*c)+0)))', '(0*(c*b))=((0*c)*b)', '(((c^2)+(-((c*c)+0)))*(c*b))=((0*c)*b)', '((c*c)+0)=(0+(c*c))')",EquivalenceSubstitution,"('((c*c)+0)', '(0+(c*c))')",6
